
|Gilmore Girls-Erben gesucht|Unterhaltungsserie?Jimmy, Jess' leiblicher Vater, kommt nach Stars Hollow, um nach seinem Sohn zu sehen. Luke verhindert ein Aufeinandertreffen, um nicht noch mehr Unruhe in das Leben seines Neffen zu bringen. Lorelai und Sookie sehen die Chance, i hren Traum zu erfuellen: Nachdem die Besitzerin des 'Dragonfly' gestorben ist, wollen sie deren Hotel kaufen, renovieren und neu eroeffnen. Rory weiss nach der Schlaegerei zwischen Jess und Dean nicht, was sie tun soll. Sie zieht sich in sich selbst zu rueck.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Jamie Babbit|Birgit|/mnt/Aufnahmen/Birgit/20141201 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-VatertagN|Unterhaltungsserie?Rory bereitet sich gewissenhaft auf ihre Abschlusspruefung vor. Lorelai verschweigt ihr deshalb, dass Jess verschwunden ist. Dieser ist seinem Vater nach Venice Beach nachgereist und bittet darum, bei ihm wohnen zu duerfen. Nur wid erwillig stimmt Jimmy zu. Das Verhaeltnis zwischen Lorelai und Emily ist noch immer frostig. Als Emily den Bogen ueberspannt, macht Rory ihrer Grossmutter heftig Vorwuerfe.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmor e), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Amy Sherman-Palladino|Birgit|/mnt/Aufnahmen/Birgit/20141202 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Ein starker Abgang|Unterhaltungsserie?Das Independence Inn ist geschlossen, Lorelai und Sookie stehen ohne Job da. Aus dem geplanten Hotel-Projekt muss sich Lorelai zurueckziehen. Das Ersparte benoetigt sie fuer Rorys Ausbildung. Rory will nicht, dass ihre Mutter ihre T raeume fuer sie aufgibt und bittet ihre Grosseltern um ein Darlehen. Luke plant eine Kreuzfahrt mit Nicole. Lorelai vermutet, dass Luke seiner Freundin waehrend der Reise einen Heiratsantrag machen will.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bled el (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Jamie Babbit|Birgit|/mnt/Aufnahmen/Birgit/20141203 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-UEberraschung!|Unterhaltungsserie?Gut erholt kehren Rory und Lorelai von ihrer mehrwoechigen Europareise zurueck. Bei ihrer Begruessungsrunde durch die Stadt macht Lorelai auch gleich bei Luke Halt und fragt ihn ueber seine Kreuzfahrt aus. Tatsaechlich hat er Nicole an Bord geheiratet. Die beiden haben jedoch schnell festgestellt, dass dieser Schritt ein Fehler gewesen ist und wollen sich nun wieder scheiden lassen. Taylor kuert Rory zur Eiscreme-Koenigin. Der unverhoffte Ruhm ist aber an eine Gegenleistung geknuep ft.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Amy Sherman-Palladino|Birgit|/mnt/Aufnahmen/Birgit/20141204 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Der erste Tag|Unterhaltungsserie?Rorys grosser Tag ist gekommen. Sie zieht in das Wohnheim von Yale. Lorelai borgt sich einen Pick-Up aus, um ihre Tochter und deren Hab und Gut persoenlich in der Elite-Uni abzuliefern. Auf dem Rueckweg nach Stars Hollow erhaelt Lore lai einen telefonischen Hilferuf ihrer von Heimweh geplagten Tochter.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u .a.?Regie: Chris Long|Birgit|/mnt/Aufnahmen/Birgit/20141205 1155 - ORF1 - Gilmore Girls.eit
|y (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Matthew DiamondP n  ger ||Birgit|/mnt/Aufnahmen/Birgit/20141209 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Das war wohl nichts|Unterhaltungsserie?Lorelai hat Luke zu einem Videoabend eingeladen, um ihn von seinem Liebesleid mit Nicole abzulenken. Der Versuch sich Casablanca anzusehen, scheitert jedoch klaeglich. Zunaechst ruft Rory an und bittet ihre Mutter verzweifelt um Hi lfe. Die Verabredung mit ihrem Kommilitonen Trevor ist eine Katastrophe und den beiden ist bereits der Gespraechsstoff ausgegangen. Dann meldet sich auch noch Emily. Sie ist boese auf Lorelai und bricht einen Streit vom Zaun.?Mit Lauren Graham (Lorel ai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Neema Barnette|Birgit|/mnt/Aufnahmen/Birgit/20141211 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Abserviert!|Unterhaltungsserie?Emily richtet eine Party zu Richards Firmeneroeffnung aus. Sookie und Lorelai sollen den Catering-Service stellen. Die beiden sind so knapp bei Kasse, dass sie den Auftrag annehmen. Die Zusammenarbeit mit Emily verlaeuft ueberrasche nderweise sehr entspannt. Gerade als sich Lorelai auf die Party zu freuen beginnt, macht ihr der Geschaeftspartner ihres Vaters einen Strich durch die Rechnung: Statt eines Dinners will er einen Ausflug nach Atlantic City machen.?Mit Lauren Graham ( Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Matthew Diamond|Birgit|/mnt/Aufnahmen/Birgit/20141215 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Still gestanden!|Unterhaltungsserie?Stars Hollow richtet das 'Festival der lebenden Bilder' aus, bei dem weltberuehmte Gemaelde von lebenden Personen auf der Buehne dargestellt werden. Taylor uebernimmt die Organisation und verbietet Lorelai, wie vor sieben Jahren, ein Renoir-Maedchen darzustellen. Dafuer soll Rory in einem neuen Gemaelde mitwirken. Darauf will sie sich nur dann einlassen, wenn auch ihre Mutter ihren erhofften Auftritt bekommt. Sookie ist beunruhigt, weil der Geburtstermin fuer ihr Baby laengst ueberf aellig ist.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Chris Long|Birgit|/mnt/Aufnahmen/Birgit/20141216 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Neue Freunde, neue Feinde|Unterhaltungsserie?Rory verfasst eine Kritik ueber die Uni-Auffuehrung von 'Der Nussknacker', in der sie an der Primaballerina kein gutes Haar laesst. Der Artikel wird veroeffentlicht und Rory von der hysterischen Taenzerin verfolgt. Lorelai wird von Ja son, dem Geschaeftspartner ihres Vaters, umworben. Zunaechst laesst sie ihn abblitzen. Luke versoehnt sich mit Nicole. Lorelai ist schockiert, als sie das turtelnde Paerchen sieht.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Tom Moore|Birgit|/mnt/Aufnahmen/Birgit/20141217 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Kleine Geheimnisse|Unterhaltungsserie?Emily erfaehrt, dass sich Richard hinter ihrem Ruecken einmal im Jahr mit seiner alten Jugendliebe Pennilyn Lott verabredet. Sie ist zornig und gibt ihrer Tochter die Schuld an der Misere. Lorelai hat die Nase voll, als Suendenbock herhalten zu muessen. Aus reiner Bosheit verabredet sie sich mit Jason, weil sie weiss, dass ihre Eltern dies missbilligen.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard), Michael York (Asher Flemming) u.a.?Regie: Jamie Babbit|Birgit|/mnt/Aufnahmen/Birgit/20141218 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Eine heimliche Affaere|Unterhaltungsserie?Als Rory aus den Semesterferien zurueckkommt, muss sie feststellen, dass Paris nicht auf Skiurlaub war, sondern sich ihrer Affaere mit dem 60-jaehrigen Professor Asher Flemming gewidmet hat. Lorelai ist inzwischen mit Jason liiert. Er will ihre Beziehung aber vor Lorelais Eltern geheim halten.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard), Michael York (Asher Flemming) u.a.?Regie: Peter Lauer|Birgit|/mnt/Aufnahmen/Birgit/20141222 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Der Gloeckner von Stars Hollow|Unterhaltungsserie?Lorelai erfaehrt, dass Luke und Nicole eine Wohnung in einer anderen Stadt haben. Der Gedanke, Luke koennte Stars Hollow verlassen, schockiert sie. Rory hat sich in ihren Kommilitonen William verliebt. Das aendert sich auch nicht, a ls er ihre Einladung zu einer Verabredung ablehnt. Erst die Tatsache, dass er sich oeffentlich ueber seine Verehrerin lustig macht, wirkt auf Rory ernuechternd.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Michael Grossman|Birgit|/mnt/Aufnahmen/Birgit/20141223 1155 - ORF1 - Gilmore Girls.eit
|Stolz und Vorurteil- o  deu S|Spielfilm, USA 2005 ?Fuenf Toechter hat die langjaehrige Ehe der Bennets hervorgebracht, die nun fast alle im heiratsfaehigen Alter sind. ?In einer Zeit, in der Frauen nur beschraenkte Moeglichkeiten haben, ihren eigenen Lebensunterhalt zu verdienen, ist es fuer die Eltern von groesster Bedeutung, die Toechter zu verheiraten, auch, um sie versorgt zu wissen. Bald kommt es zu ersten Begegnungen und auch einem grossen Ball. ?Darsteller: ?Elizabeth Bennet - Keira Knightley ?Mr. Darcy - Matthew Macfadyen ? Charlotte Lucas - Claude Blakely ?Mrs. ...|Birgit|/mnt/Aufnahmen/Birgit/20141223 2205 - zdf_neo HD - Stolz und Vorurteil.eit
|Kung Fu Panda 2-y geru (|(Kung Fu Panda: The Kaboom of Doom - Animationsfilm, USA 2011)?Temporeiche Fortsetzung des baerenstark humorvollen Animationsabenteuers. Der liebenswert tollpatschige Panda Po muss auf seiner ersten Mission als Drachenkoenig China vor einem tyrannisc hen Pfau retten. Mit den 'Furiosen Fuenf' an seiner Seite ist fuer tierische Action, viel Slapstick und treffende Pointen gesorgt. Erstklassiger Animationsspass fuer die gesamte Familie.??Panda Po steht vor der grossen Bewaehrungsprobe als Drachenkoenig. Auf Faulenzen und sein geliebtes Essen muss er wohl verzichten, denn jetzt heisst es: Action! Sein alter Meister Shifu erscheint ihm und erteilt Po einen schwierigen Auftrag. Der skrupellos fiese Pfau Lord Shen will ganz China unter seine Herrschaft bringen und die Kunst des Kung Fu fuer immer aus dem Land verbannen. Bevor Po mit den Drachenkriegern Monkey, Mantis, Viper, Tigress und Crane so richtig loslegt, muss er noch seine innere Mitte finden und sich seiner Vergangenheit stellen.?Mit den Stimmen von Hape Kerkeling (Po), Bettina Zimmermann (Tigress), Cosma Shiva Hagen (Viper), Ralf Schmitz (Crane), Gottfried John (Meister Shifu), Tobias Kluckert (Mantis), Stefan Gossler (Monkey), Hans-Juergen Dittberner (Lord Shen) u.a.?Regie: Jenni fer Yuh Nelson?77.55|Birgit|/mnt/Aufnahmen/Birgit/20141226 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Abgefahren|Unterhaltungsserie?Lorelai will ihren Eltern ueber ihr Verhaeltnis mit Jason reinen Wein einschenken. Sie ueberlegt es sich anders, als sich Emily genau ueber diese Vorstellung lustig macht. Jess' Auto ist weg. Luke macht eine Diebstahlsanzeige. Schlie sslich stellt sich heraus, dass Jess nach Stars Hollow gekommen ist, um seinen Wagen abzuholen.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Tru esdale (Michael Gerard) u.a.?Regie: Kenny Ortega|Birgit|/mnt/Aufnahmen/Birgit/20141229 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-In Sachen Liebe|Unterhaltungsserie?Jess wohnt voruebergehend in Stars Hollow, weil sein Auto dort in der Werkstatt steht. In dieser Zeit laeuft er mehrmals Rory ueber den Weg, wendet sich aber jedes Mal ab. Als Luke mit seinem Neffen ueber dessen Beziehung zu seiner M utter sprechen will, reagiert Jess erbost ueber die Einmischung. Lorelai besucht ihrer Mutter zuliebe einen Wohltaetigkeitsveranstaltung. UEberraschend taucht dort auch Jason auf. Auf Emilys Bitte hin geben sich die beiden amuesiert als Liebespaar aus. ?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Chris Long|Birgit|/mnt/Aufnahmen/Birgit/20141230 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Land unter|Unterhaltungsserie?Sowohl Rory als auch Lorelai uebernehmen sich bei ihren Arbeiten. Lorelai waechst die finanzielle Situation bei der Restaurierung des Hotels ueber den Kopf und Rory kaempft mit zu vielen Kursen an der Uni. Noch dazu sehen sich die be iden kaum.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Stephen Clancy|Birgit|/mnt/Aufnahmen/Birgit/20150102 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Kaufrausch|Unterhaltungsserie?Lorelai und Rory wollen einen Tag miteinander verbringen und gehen ins Einkaufszentrum. Dort treffen sie auf Emily, die sich hemmungslos dem Kaufrausch hingibt. Sie gesteht, damit Richard aergern zu wollen, der sich seit der Firme ngruendung nicht mehr um sie kuemmert. Lane ist aufgeregt, gemeinsam mit zwei Band-Kollegen ihre erste Wohnung zu beziehen. Dennoch verletzt es sie, dass ihre Mutter sie so kaltherzig vor die Tuer gesetzt hat.?Mit Lauren Graham (Lorelai Gilmore), Alex is Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Chris Long|Birgit|/mnt/Aufnahmen/Birgit/20150105 1155 - ORF1 - Gilmore Girls.eit
|Movie Star - Kuessen bis zum Happy End|(Disney Geek Charming - Komoedie, USA 2011)?Josh, ein ambitionierter junger Film-Freak, hat grosse Plaene: Mit einem selbst gedrehten Dokumentarfilm zum Thema Popularitaet hofft er, ein Filmfestival zu gewinnen. Die Protagonistin seines Werkes ist schn ell gefunden: Dylan, ein versnobtes High-School-Prinzesschen aus gutem Hause, soll bei ihrem Versuch, den begehrten Titel der 'Bluetenkoenigin' zu erringen, mit der Kamera begleitet werden. Gesagt, getan - doch Dylans divenhaftes Verhalten macht es J osh nicht leicht, sein Projekt zu verwirklichen. Erst nach und nach merkt er, dass hinter Dylans egozentrischer Fassade mehr zu stecken scheint.?Mit Sarah Hyland (Dylan Schoenfield), Matt Prokop (Josh Rosen), Jordan Nichols (Asher), Vanessa Morgan (Hannah), Lili Simmons (Lola), David Del Rio (Ari), Jimmy Bellinger (Steven), Sasha Pieterse (Amy Loubalu) u.a.?Regie: Jeffrey Hornaday?(In Stereo-Zweikanaltontechnik: deutsch / englisch)?92.45|Birgit|/mnt/Aufnahmen/Birgit/20150106 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Ein Trauerfall|Unterhaltungsserie?Richardas Mutter stirbt ueberraschend und er ist untroestlich. Emily kuemmert sich mit der ihr eigenen Konsequenz um die Vorbereitungen fuer das Begraebnis. Dann findet sie einen Brief von ihrer Schwiegermutter, in dem sie Richard bit tet, Emily nicht zu heiraten. Lorelai erhaelt inzwischen die unangenehme Aufgabe Kleidung zu kaufen, in der die Tote bestattet werden soll.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie S t. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Marita Grabiak|Birgit|/mnt/Aufnahmen/Birgit/20150107 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Partylaune|Unterhaltungsserie?Rory und Paris verbringen ihre ersten Fruehlingsferien in Florida, wo sie Sonne, Strand und das aufregende Nachtleben geniessen. Lorelais und Jasons Beziehung vertieft sich, als Jason ihr seinen Wohnungsschluessel gibt. Luke bittet Lorelai um Hilfe. Nachdem er festgestellt hat, dass Nicole sich mit einem anderen Mann verabredet, hat er sich mit einem boesen Wutausbruch einen Gefaengnisaufenthalt eingehandelt.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Le igh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Jamie Babbit|Birgit|/mnt/Aufnahmen/Birgit/20150108 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Alles fuer die Katz|Unterhaltungsserie?Liz will heiraten. Luke ueberredet Jess, auf die Hochzeit seiner Mutter zu gehen. Lorelai ist kurz vor der Eroeffnung des Dragonflys im Stress. Als sie Rory erzaehlt, dass sie Ohrenzeugin eines Streites zwischen Dean und seiner Frau geworden ist, heuchelt Rory Desinteresse.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard), Michael York (Asher Flemmin g) u.a.?Regie: Matthew Diamond|Birgit|/mnt/Aufnahmen/Birgit/20150112 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Das erste Mal|Unterhaltungsserie?Kurz vor der Eroeffnung des Dragonflys laedt Lorelai ihre Familie und Freunde zu einem Testlauf ein. Bei dieser Gelegenheit will sie eine Versoehnung zwischen ihren Eltern herbeifuehren. Dabei wird ihr klar, dass die Kluft zwischen d en beiden groesser ist, als angenommen. Jason sucht Lorelai auf, weil er ihre Trennung fuer einen Fehler haelt. Auch Luke will seine wahren Gefuehle fuer Lorelai nicht laenger verheimlichen.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Ror y' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard) u.a.?Regie: Amy Sherman-Palladino|Birgit|/mnt/Aufnahmen/Birgit/20150114 1155 - ORF1 - Gilmore Girls.eit
|Gilmore Girls-Tanz der Hormone|Unterhaltungsserie?Rory soll einen Zeitungsartikel verfassen. Zunaechst fehlt ihr die noetige Inspiration. Das aendert sich, als sie die Existenz einer geheimen Studentverbindung aufdeckt. Sie ueberredet Logan, der dort Mitglied ist, zur Zusammenarbeit . Sookie aergert sich schrecklich ueber den Buchhalter des Hotels. Wie sich herausstellt, hat ihr heftiger Gefuehlsausbruch einen guten Grund. Lorelai erhaelt einen Anruf von Christopher. Er ist mit den Nerven am Ende, da seine Frau nach Paris zieht un d ihn mit der gemeinsamen Tochter zuruecklaesst.?Mit Lauren Graham (Lorelai Gilmore), Alexis Bledel (Lorelai 'Rory' Leigh Gilmore), Melissa McCarthy (Sookie St. James), Keiko Agena (Lane Kim), Yanic Truesdale (Michael Gerard), Scott Patterson (Luke D anes) u.a.?Regie: Matthew Diamond|Birgit|/mnt/Aufnahmen/Birgit/20150120 1155 - ORF1 - Gilmore Girls.eit
|Hero-kult.film|Oscar-nominierter Episodenfilm aus China, der einen Meilenstein des Martial-Arts-Kinos markierte: Koenig Qin will seinen Herrschaftsanspruch durchsetzen und Kaiser werden. Nach zehn Jahren des vergeblichen Kampfes gegen seine drei groessten Widersache r berichtet ein Schwertkaempfer dem Koenig, wie er diese drei Gesetzlosen besiegt haben soll. Ihm wird gestattet, dem machthungrigen Herrscher aus nur zehn Schritten Entfernung den Tathergang zu schildern. Eine handwerklich brillante Heldensaga, dere n opulent-opernhafte, fotografisch berauschende Inszenierung einen Hoehepunkt des Martial-Arts-Genres darstellt. Mit: Jet Li (Nameless), Tony Leung Chiu-wai (Broken Sword), Maggie Cheung (Flying Snow), Zhang Ziyi (Moon), Chen Daoming (Koenig von Qin) , Donnie Yen (Sky). Regie: Zhang Yimou. Hongkong/China, Historienfilm, 2002|Birgit|/mnt/Aufnahmen/Birgit/20160210 2328 - ORF III HD - kult_film Hero.eit
|Die Koechin und der Praesident|Eines Tages bekommt Hortense Laborie (Catherine Frot) ungewoehnlichen Besuch. Sie ist Koechin in einem Landgasthof und in der Region beruehmt fuer ihre gut buergerliche Kueche. Man schlaegt Hortense vor, als Privatkoechin fuer den franzoesischen Staatspraesid enten (Jean d'Ormesson) im Elysee-Palast zu kochen. Hortense fuehlt sich geehrt und nimmt das Angebot an. Erfreut stellt sie fest, dass ihre einfachen, bodenstaendigen Gerichte gut ankommen. Bei einem Gespraech entdecken Hortense und der Praesident ihr e gemeinsame Liebe zu Hausmannskost, und Hortense beginnt, Gerichte aus dem Lieblingskochbuch des Staatsoberhaupts zuzubereiten. Doch die Koechin hat im Palast auch Feinde. Dem Hausarzt des Praesidenten sind Hortenses Rezepte zu deftig, die Kollegen aus der Kueche sind neidisch auf den Neuankoemmling, und der Buchhalter regt sich auf ueber die gestiegenen Kosten fuer teure Naturprodukte. Um Hortense loszuwerden, denken sich ihre Gegner einen gemeinen Trick aus. Die eigentlichen Hauptdarsteller in Christian Vincents Komoedie "Die Koechin und der Praesident" sind die koestlichen Gerichte aus der franzoesischen Regionalkueche, die im Film zubereitet werden. Schon allein vom Zusehen laeuft einem das Wasser im Mund zusammen! Die Geschichte der Koechin vom Land, die fuer den Praesidenten kocht, basiert auf den realen Erlebnissen von Daniele Delpeuch, die von 1988 bis 1990 Speisen fuer Francois Mitterrand zubereitete. Umwerfend gut Catherine Frot als tapfere Koechin Hortense, den feinschmeckerischen P raesidenten spielt nicht weniger ueberzeugend der franzoesische Schriftsteller Jean d'Ormesson in seiner ersten Kinorolle ueberhaupt. Comedy, Frankreich 2012, R: Christian Vincent D: Catherine Frot, Arthur Dupont|Conversion|/mnt/Aufnahmen/Conversion/20160329 2357 - ServusTV HD Deutschland - Die KA?chin und der PrA?sident.eit
|Invasion der Barbaren-Spielfilm, Kanada/Frankreich 2003|Beziehungskomoedie, Frankreich / Kanada 2003?Als ein ueberzeugter Sozialist und Schuerzenjaeger im Sterben liegt, erweist sich sein "abtruenniger" Sohn, ein erfolgreicher Boersenmakler, als wichtigster Beistand.?Bei aller Situationskomik und schwarzem Hu mor spiegelt der Film eine grosse Lebensfreude, erzaehlt ohne moralischen Zeigefinger von den Zweifeln und Hoffnungen eines Menschen im Angesicht des Todes und beschwoert die Kraft der Versoehnung.?Darsteller:?Remy - Remy Girard?Sebastien - Stephane Ro usseau?Nathalie - Marie-Josee Croze?Gaelle - Marina Hands?Diane - Lousi Portal?Dominique - Dominique Michel?u. a.?Regie: Denys Arcand?Buch/Autor: Denys Arcand?Kamera: Guy Dufaux?Musik: Pierre Aviat?HD-Produktion?Altersfreigabe: 12|Conversion|/mnt/Aufnahmen/Conversion/20160406 0051 - zdf_kultur HD - Invasion der Barbaren.eit
|Up in the Air-y geru (|(Up in the Air - Komoedie, USA 2009)?Temporeich pointierte Komoedie von Jason Reitman ('Juno', 'Thank You for Smoking'). George Clooney fliegt kreuz und quer durch Amerika, um verdiente Mitarbeiter eiskalt zu kuendigen und dabei Flugmeilen zu sammeln. Zwei Frauen bringen dabei seine Welt in heftige Turbulenzen: Anna Kendrick ('Eclipse - Biss zum Abendrot') als junge, aufstrebende Kollegin und Vera Farmiga ('Bates Motel', 'Departed - Unter Feinden') als seelenverwandte Vielfliegerin.??Ryan Bing ham fliegt dorthin, wo andere es nicht uebers Herz bringen, verdiente Arbeitnehmer fristlos zu entlassen. Rational und emotionslos macht er einfach kurzen Prozess. Er liebt es, staendig auf Dienstreise zu sein, wie kein anderer Flugmeilen zu sammeln und sich dabei mit Frauen wie Vielfliegerin Alex Goran zu treffen. Als ihm die junge College-Absolventin Natalie Keener zur Seite gestellt wird, geraet sein Leben aus den Fugen. Diese findet naemlich, den Job besser per Videokonferenz erledigen zu koe nnen.?Mit George Clooney (Ryan Bingham), Vera Farmiga (Alex Goran), Anna Kendrick (Natalie Keener), Jason Bateman (Craig Gregory), Amy Morton (Kara Bingham), Melanie Lynskey (Julie Bingham), Sam Elliott (Maynard Finch), Zach Galifianakis (Steve) u. a.?Regie: Jason Reitman?99.45|Immi|/mnt/Aufnahmen/Immi/20130713_-_UP_IN_THE_AIR.eit
|Glenn Gould-Genie und Leidenschaft|Der kanadische Pianist und Komponist Glenn Gould gilt als der exzentrischste und mysterioeseste Piano-Virtuose des 20. Jahrhunderts. Gould - vor allem bekannt fuer seine Bach-Variationen - war ein Genie, dessen Konzertmitschnitte auch rund 30 Jahre n ach seinem fruehen Tod noch immer Musikliebhaber auf der ganzen Welt fesseln. Der Dokumentarfilm zeichnet das Portraet dieses aussergewoehnlichen Kuenstlers.?Produziert in HD|Immi|/mnt/Aufnahmen/Immi/20130716_-_GLENN_GOULD.eit
|Ray-Spielfilm USA 2004|Ray Charles ist schwarz, blind und stammt aus dem Armenviertel von Albany, Georgia. Aber anstatt zu resignieren, besteigt der junge Teenager eines Tages einen Bus, der ihn nach Seattle bringen soll, der damals angesagtesten Jazz-Szene Amerikas. Dan k seines einzigartigen Talents gelingt es dem Neuankoemmling schnell, sich einen Namen zu machen, doch der Weg zum Weltstar ist steinig - er ringt mit dem eigenen Stil, stoesst auf soziale Widerstaende und geraet an ausbeuterische Plattenfirmen.|Immi|/mnt/Aufnahmen/Immi/20130723_-_RAY.eit
